CH_1_us,CH_1_v
43879998.947328,0.120000
43900001.583104,0.160000
43920000.024576,0.160000
43939998.466048,0.120000
43960001.101824,0.080000
43979999.543296,0.160000
43999997.984768,0.160000
44020000.620544,0.560000
44039999.062016,0.160000
44060001.697792,0.160000
44080000.139264,0.120000
44099998.580736,0.000000
44120001.216512,0.120000
44139999.657984,0.120000
44159998.099456,0.200000
44180000.735232,0.160000
44199999.176704,0.160000
44220001.812480,0.160000
44240000.253952,0.160000
44259998.695424,0.120000
44280001.331200,0.160000
44299999.772672,0.120000
44319998.214144,0.040000
44340000.849920,0.160000
44359999.291392,0.120000
44380001.927168,0.160000
44400000.368640,0.120000
44419998.810112,0.360000
44440001.445888,0.160000
44459999.887360,0.160000
44479998.328832,0.080000
44500000.964608,0.120000
44519999.406080,0.120000
44540002.041856,0.160000
44560000.483328,0.200000
44579998.924800,0.160000
44600001.560576,0.400000
44620000.002048,0.080000
44639998.443520,-0.040000
44660001.079296,0.120000
44679999.520768,0.080000
44699997.962240,0.160000
44720000.598016,0.120000
44739999.039488,0.120000
44760001.675264,0.200000
44780000.116736,0.160000
44799998.558208,-0.280000
44820001.193984,0.160000
44839999.635456,0.120000
44859998.076928,0.160000
44880000.712704,0.160000
44899999.154176,0.160000
44920001.789952,0.160000
44940000.231424,0.120000
44959998.672896,0.160000
44980001.308672,0.160000
44999999.750144,0.160000
45019998.191616,0.160000
45040000.827392,0.160000
45059999.268864,0.120000
45080001.904640,0.160000
45100000.346112,0.160000
45119998.787584,0.120000
45140001.423360,0.080000
45159999.864832,0.120000
45179998.306304,0.120000
45200000.942080,0.160000
45219999.383552,0.120000
45240002.019328,0.160000
45260000.460800,0.160000
45279998.902272,0.160000
45300001.538048,0.120000
45319999.979520,0.160000
45339998.420992,0.160000
45360001.056768,0.160000
45379999.498240,0.120000
45399997.939712,0.120000
45420000.575488,0.120000
45439999.016960,0.160000
45460001.652736,0.120000
45480000.094208,0.120000
45499998.535680,0.120000
45520001.171456,0.160000
45539999.612928,0.120000
45559998.054400,0.160000
45580000.690176,0.160000
45599999.131648,0.200000
45620001.767424,0.160000
45640000.208896,0.160000
45659998.650368,0.160000
45680001.286144,0.160000
45699999.727616,0.120000
45719998.169088,0.160000
45740000.804864,0.120000
45759999.246336,0.120000
45780001.882112,0.160000
45800000.323584,0.160000
45819998.765056,0.200000
45840001.400832,0.160000
45859999.842304,0.120000
45879998.283776,0.120000
45900000.919552,0.160000
45919999.361024,0.200000
45940001.996800,0.120000
45960000.438272,0.200000
45979998.879744,0.160000
46000001.515520,0.160000
46019999.956992,0.120000
46039998.398464,0.120000
46060001.034240,0.200000
46079999.475712,0.160000
46099997.917184,0.160000
46120000.552960,0.200000
46139998.994432,0.120000
46160001.630208,0.160000
46180000.071680,0.160000
46199998.513152,0.160000
46220001.148928,0.160000
46239999.590400,0.160000
46259998.031872,0.120000
46280000.667648,0.080000
46299999.109120,0.160000
46320001.744896,0.200000
46340000.186368,0.120000
46359998.627840,0.160000
46380001.263616,0.120000
46399999.705088,0.160000
46419998.146560,0.200000
46440000.782336,0.120000
46459999.223808,0.160000
46480001.859584,0.160000
46500000.301056,0.120000
46519998.742528,0.160000
46540001.378304,0.120000
46559999.819776,0.080000
46579998.261248,0.160000
46600000.897024,0.120000
46619999.338496,0.120000
46640001.974272,0.120000
46660000.415744,0.080000
46679998.857216,0.120000
46700001.492992,0.160000
46719999.934464,0.120000
46739998.375936,0.200000
46760001.011712,0.160000
46779999.453184,0.160000
46800002.088960,0.120000
46820000.530432,0.240000
46839998.971904,0.160000
46860001.607680,0.160000
46880000.049152,0.160000
46899998.490624,0.200000
46920001.126400,0.120000
46939999.567872,0.120000
46959998.009344,0.160000
46980000.645120,0.120000
46999999.086592,0.080000
47020001.722368,0.160000
47040000.163840,0.160000
47059998.605312,0.120000
47080001.241088,0.200000
47099999.682560,0.160000
47119998.124032,0.160000
47140000.759808,0.160000
47159999.201280,0.120000
47180001.837056,0.120000
47200000.278528,0.120000
47219998.720000,0.120000
47240001.355776,0.120000
47259999.797248,0.160000
